Rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,rev_Range,mou_Range,totmrc_Range,da_Range,ovrmou_Range,ovrrev_Range,vceovr_Range,datovr_Range,roam_Range,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,drop_vce_Range,drop_dat_Range,blck_vce_Range,blck_dat_Range,unan_vce_Range,unan_dat_Range,plcd_vce_Range,plcd_dat_Range,recv_vce_Range,recv_sms_Range,comp_vce_Range,comp_dat_Range,custcare_Range,ccrndmou_Range,cc_mou_Range,inonemin_Range,threeway_Range,mou_cvce_Range,mou_cdat_Range,mou_rvce_Range,owylis_vce_Range,mouowylisv_Range,iwylis_vce_Range,mouiwylisv_Range,peak_vce_Range,peak_dat_Range,mou_peav_Range,mou_pead_Range,opk_vce_Range,opk_dat_Range,mou_opkv_Range,mou_opkd_Range,drop_blk_Range,attempt_Range,complete_Range,callfwdv_Range,callwait_Range,churn,months,uniqsubs,actvsubs,crtcount,rmcalls,rmmou,rmrev,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,REF_QTY,tot_ret,tot_acpt,hnd_price,pre_hnd_price,phones,models,hnd_webcap,truck,mtrcycle,rv,occu1,ownrent,lor,dwlltype,marital,mailordr,age1,age2,wrkwoman,mailresp,children,adults,infobase,income,numbcars,cartype,HHstatin,mailflag,solflag,dwllsize,forgntvl,educ1,proptype,pcowner,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,car_buy,retdays,eqpdays,Customer_ID
93.46,1097.5,75,2.2275,0,0,0,0,0,30.9,544,0,2.97,0,0,0,0,0,-359.5,-13.13,13.66666667,0,13.33333333,0,33,0,376.6666667,0,58,0,318,0,1,3.666666667,3.236666667,20,0,621.4866667,0,173.08,43.66666667,56.73333333,1.666666667,5.613333333,319.6666667,0,714.66,0,55,0,79.90666667,0,27,376.6666667,318,0,7,12,0,10,0,25,0,139,0,20,0,109,0,3,11,9.71,13,0,176.51,0,38.26,18,16.97,1,13.07,117,0,195.73,0,28,0,56.34,0,10,139,109,0,3,1,49,1,1,999,999,999,999,18890,46903.43,4272.38,4170.79,46698.43,18819,86.89,972.88,392.06,1217,482,98,1163,452,92,999,1,0,9.989997864,29.98999023,2,2,WC,0,0,0,NA,O,1,M,U,NA,46,0,NA,NA,NA,1,M,9,999,NA,NA,NA,NA,NA,0,999,NA,NA,N,U,U,U,U,U,Y,New,18,476,1000188
111.9375,2060.5,85,0.2475,49.75,4.975,4.975,0,0,31.47,1162,0,0.99,199,19.9,19.9,0,0,-753.5,-18.2975,13.66666667,0,5.333333333,0,27.33333333,0,669.3333333,0,236.3333333,0,628.6666667,0,7.333333333,19.66666667,14.38666667,104.3333333,0,939.7266667,0,451.5166667,220,297,93,113.3033333,586.3333333,0,789.65,0,271.6666667,0,601.6,0,19,669.3333333,628.6666667,0,13.33333333,10,0,1,0,16,0,124,0,16,0,113,0,16,44,30.65,4,0,172.01,0,64.82,27,45.18,0,32.05,124,0,335.16,0,11,0,98.34,0,9,124,113,0,1,0,55,3,2,999,999,999,999,50044,107198.0167,6956.08,6873.82,107138.02,50022,127.29,1984.04,926.33,2312,1074,118,2307,1074,144,1,999,999,59.98999023,39.98999023,7,4,WC,1,0,0,NA,NA,3,M,S,NA,36,34,NA,NA,Y,2,M,1,1,D,C,NA,NA,K,0,999,NA,NA,H,U,Y,U,U,U,Y,UNKNOWN,999,409,1000189
105.7025,636.25,53,0,54,5.4,5.4,0,1.0025,69,595,0,0,130,13,13,0,1.67,-397.25,-35.7825,1,0,22.33333333,0,70.33333333,0,218.6666667,0,92.33333333,0,126,0,0.333333333,0.333333333,0.116666667,30.66666667,0,260.1866667,0,286.5533333,36,59.29,13.66666667,35.59333333,166,0,466.5033333,0,51.33333333,0,80.23666667,0,23.33333333,218.6666667,126,0,0.333333333,0,0,22,0,20,0,11,0,5,0,9,0,1,1,0.35,14,0,10.81,0,67.7,9,35.34,1,15.77,6,0,67.4,0,10,0,11.11,0,22,11,9,0,1,0,55,2,2,999,2,3,1.17,9821,22135,4393.01,4306.31,22094,9805,79.75,409.15,181.57,769,310,118,761,308,123,999,999,999,149.9899902,149.9899902,4,3,WCMB,1,0,1,NA,O,6,S,M,NA,38,38,NA,NA,Y,6,M,1,2,B,C,NA,NA,A,0,999,NA,NA,H,U,U,Y,Y,U,Y,New,999,253,1000190
180.225,3559,149.99,11.385,99,14.85,14.85,0,0,64.35,699,0,7.92,396,59.4,59.4,0,0,-149,-11.385,3.666666667,0,31,0,120.6666667,0,812.3333333,0,538,0,659.3333333,0,0,0,0,216,0.333333333,1389.553333,0,1543.686667,26.66666667,28.74,6.666666667,15.64333333,725.3333333,0,1750.716667,0,468.6666667,0,1182.523333,0,34.66666667,812.3333333,659.3333333,0,60.66666667,1,0,12,0,26,0,4,0,63,0,11,0,0,0,0,9,1,116.36,0,225.04,5,3.6,1,10.61,62,0,254.38,0,13,0,87.02,0,13,4,11,0,19,1,55,3,2,999,999,999,999,32793,93695,8127.27,8002.52,93464,32640,156.91,1832.63,640,3609,1155,184,3323,1100,225,999,999,999,999,149.9899902,10,5,WC,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,Z,U,U,U,U,U,N,UNKNOWN,999,-3,1000191
41.085,340,34.98,4.2075,5.5,1.43,1.43,0,0,8.48,278,0,5.94,22,5.72,5.72,0,0,-154,-4.125,2.666666667,0,1,0,19.66666667,0,114,0,32.66666667,0,91,0,1.333333333,5.666666667,5.15,17.66666667,0,103.4366667,0,80.75,11,12.71,0,0,78,0,132.6766667,0,33.66666667,0,51.51,0,3.666666667,114,91,0,0,3,0,2,0,12,0,17,0,10,0,8,0,4,17,15.45,4,0,34.69,0,108.03,4,8.32,0,0,17,0,60.41,0,6,0,57.89,0,3,17,8,0,0,1,49,1,1,999,999,999,999,2878,9775.053333,2004.44,1937.15,9557.05,2818,52.36,258.3,76.16,391,142,42,389,146,45,999,999,999,29.98999023,999,1,1,NA,0,0,0,NA,O,2,S,B,NA,42,0,NA,NA,NA,1,M,4,1,F,C,NA,NA,A,0,999,A,NA,H,U,U,U,U,U,Y,UNKNOWN,999,1493,1000192
92.1275,852.5,75,5.445,0,0,0,0,5.195,19.36,439,0,4.95,0,0,0,0,14.48,65.5,2.1825,13.66666667,0,9,0,25,0,236.3333333,0,120.3333333,0,195.6666667,0,0.333333333,2.333333333,2.21,47.66666667,0,337.8566667,0,203.1033333,23,47.26,2.333333333,8.233333333,243.3333333,0,427.47,0,65.66666667,0,113.49,0,22.66666667,236.3333333,195.6666667,0,3.333333333,4,0,9,0,16,0,72,0,41,0,48,0,1,7,6.63,19,0,35.17,0,149.84,24,49.31,5,15.02,62,0,112.89,0,28,0,73.99,0,13,72,48,0,4,1,51,2,2,999,999,999,999,16861,38139.25333,4286.46,4187.27,37954.25,16775,83.75,759.09,335.5,831,404,91,796,389,93,999,999,999,199.9899902,9.989997864,4,3,WCMB,1,0,1,1,O,6,S,S,B,46,40,NA,R,Y,6,M,5,1,B,C,NA,NA,A,1,999,A,NA,D,U,U,Y,U,U,Y,New,999,135,1000193
173.6675,464.5,159.99,0,0.75,0.2925,0,0.2925,0,16.39,444,0,0,3,1.17,0,1.17,0,-224.5,7.9725,10,0,0,0,16,0,106.3333333,0.333333333,110,0,87.33333333,0.333333333,0.333333333,3.666666667,3.49,56,1.333333333,164.87,0.793333333,314.6866667,39.33333333,48.39,14,46.28,135.3333333,0.333333333,431.9133333,0.793333333,37.66666667,0,47.64333333,0,10,106.6666667,87.66666667,0,0,3,0,0,0,9,0,50,1,33,0,41,1,1,11,10.47,12,2,60.03,2.38,130.93,29,50.55,12,46.02,44,1,163.79,2.38,22,0,27.17,0,3,49,40,0,0,1,55,2,2,1,999,999,999,15839,39970,5731.79,5695.21,39889,15798,107.46,752.62,298.08,539,152,171,655,186,171,999,999,999,79.98999023,129.9899902,9,5,WCMB,0,0,0,NA,O,5,M,S,B,46,44,NA,R,N,5,M,6,1,NA,C,NA,NA,N,0,999,NA,NA,O,U,U,U,U,U,Y,New,999,542,1000194
15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,51,1,1,999,999,999,999,1528,3623.02,1650.41,1628.31,3611.02,1519,32.57,72.22,30.38,0,0,15,18,10,19,999,999,999,29.98999023,999,1,1,NA,1,0,0,NA,O,10,S,M,B,56,54,NA,R,NA,2,M,6,3,E,I,NA,NA,A,0,999,NA,Y,N,U,U,U,U,U,Y,New,999,1553,1000195
46.935,287,30,0.99,62.5,15.625,15.625,0,0.32,63.49,460,0,2.97,250,62.5,62.5,0,1.28,-57,-13.965,3.333333333,0,0.333333333,0,23,0,118,0,29.33333333,0,92.66666667,0,3.333333333,8.333333333,6.806666667,15,0,162.0833333,0,48.4,17.33333333,15.37333333,1.333333333,2.896666667,98.66666667,0,176.33,0,19.66666667,0,34.15333333,0,3.666666667,118,92.66666667,0,0.666666667,7,0,1,0,12,0,126,0,64,0,110,0,1,1,1.12,27,0,136.06,0,132,10,6.25,4,8.69,131,0,215.76,0,35,0,52.3,0,8,126,110,0,2,0,55,1,1,1,999,999,999,9411,15246.02,2773.73,2766.48,15178.02,9357,53.2,291.89,179.94,306,151,51,266,143,49,999,999,999,9.989997864,9.989997864,4,3,NA,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,U,U,U,U,U,U,N,UNKNOWN,999,831,1000196
139.2925,2023.5,75,2.475,284,28.4,28.4,0,0,114.97,1076,0,3.96,649,64.9,64.9,0,0,-80.5,59.1175,6,0,19.66666667,0,135,0,724.3333333,0,273,0,565.3333333,0,0,0,0,109.3333333,0,905.2666667,0,675.4433333,182,214.21,28.66666667,73.38,655.3333333,0,1270.323333,0,175.3333333,0,310.3866667,0,25.66666667,724.3333333,565.3333333,0,26.66666667,3,0,8,0,52,0,129,0,29,0,80,0,0,0,0,10,0,104.29,0,35.61,18,57.02,25,38.22,107,0,154.62,0,62,0,136.68,0,11,129,80,0,3,1,49,2,2,999,999,999,999,46039,97840.04,6237.25,6105.9,97657.04,45943,129.91,2077.81,977.51,2050,968,119,1724,797,111,999,999,999,29.98999023,9.989997864,9,5,NA,1,0,1,NA,O,11,S,M,NA,52,44,NA,NA,Y,2,M,9,1,C,I,NA,NA,A,0,999,A,NA,U,U,U,Y,U,U,Y,New,999,584,1000197
35.305,35.25,34.99,0,0,0,0,0,0,0.63,36,0,0,0,0,0,0,0,-24.25,-0.315,0.333333333,0,0.666666667,0,3.333333333,0,16.66666667,0,1.333333333,0,12.33333333,0,0.666666667,3.666666667,3.383333333,1.333333333,0,25.84,0,0.313333333,0.666666667,0.64,0,0,10.33333333,0,22.62666667,0,3.333333333,0,3.526666667,0,1,16.66666667,12.33333333,0,0,1,0,1,0,3,0,13,0,3,0,14,0,2,11,10.15,3,0,43.74,0,0.61,1,1.42,0,0,12,0,44.61,0,1,0,2.68,0,2,13,14,0,0,1,49,2,2,1,999,999,999,497,1186,1547.93,1525.25,1186,497,32.45,25.23,10.57,43,17,36,38,15,36,999,999,999,29.98999023,999,1,1,NA,0,0,0,NA,O,15,S,S,B,62,60,NA,R,NA,5,M,6,3,E,C,NA,NA,A,0,999,A,Y,Z,U,U,U,U,U,Y,New,999,1490,1000198
13.25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,2,999,999,999,999,1005,3320,1293.48,1280.18,3211,964,25.6,64.22,19.28,0,0,13,0,0,13,999,999,999,29.98999023,29.98999023,2,2,NA,0,0,0,NA,O,7,M,B,NA,38,0,NA,NA,NA,1,M,7,999,NA,C,NA,NA,B,0,999,NA,Y,N,U,U,U,U,U,Y,UNKNOWN,999,1333,1000199
166.4275,2745.5,83,2.475,186,20.8475,17.825,3.0225,0,138.76,1478,0,0.99,674,67.4,67.4,12.09,0,-370.5,-28.3875,4.333333333,0,33,0,186.6666667,0.666666667,1286,0.666666667,488.6666667,0,1063.666667,0,0.666666667,0.666666667,0.183333333,330.3333333,0,776.0366667,0,475.57,378,125.2066667,121.6666667,119.8066667,1143.666667,0,849.9333333,0,407,0,401.6766667,0,37.33333333,1286.666667,1063.666667,0,32,4,0,39,0,83,2,648,2,102,0,527,0,1,1,0.38,64,0,534.65,0,150.66,195,16.29,82,100.51,419,0,429.14,0,223,0,256.17,0,43,650,527,0,13,0,51,2,2,2,999,999,999,78825,125485.1867,8233.95,8136.81,125319.19,78736,162.74,2506.38,1574.72,2869,2002,176,2863,1952,177,999,999,999,129.9899902,149.9899902,5,5,WCMB,1,0,0,NA,O,2,S,S,NA,70,0,NA,NA,NA,2,M,6,1,B,NA,NA,NA,A,0,999,NA,NA,H,U,U,U,U,U,Y,New,999,252,1000200
